id,doi,all_urls,coi_check,coi_check_oi,funding_check,funding_check_oi,open_practices,causal_claims,power,all_p_values,marginal,stat_check,stat_effect_size,stat_p_exact,stat_p_nonsig,ref_pubpeer,ref_replication,ref_retraction,ref_summary,all_urls.time,coi_check.time,coi_check_oi.time,funding_check.time,funding_check_oi.time,open_practices.time,causal_claims.time,power.time,all_p_values.time,marginal.time,stat_check.time,stat_effect_size.time,stat_p_exact.time,stat_p_nonsig.time,ref_pubpeer.time,ref_replication.time,ref_retraction.time,ref_summary.time
09567976231199440,10.1177/09567976231199440,info,green,green,green,green,yellow,yellow,yellow,info,green,green,na,green,yellow,Running the module produced errors: `x` and `y` must share the same src.,na,na,info,,,,,,,,,,,,,,,,,,
09567976231203139,10.1177/09567976231203139,info,green,green,red,green,yellow,yellow,na,na,green,na,na,na,green,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976231204035,10.1177/09567976231204035,info,green,green,red,green,yellow,green,na,info,green,red,na,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976231207095,10.1177/09567976231207095,info,green,green,green,green,green,yellow,yellow,info,green,green,red,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976231213572,10.1177/09567976231213572,info,green,green,green,green,yellow,green,na,info,green,na,na,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976231217508,10.1177/09567976231217508,info,red,red,red,red,yellow,yellow,na,na,green,na,na,na,green,na,na,na,na,,,,,,,,,,,,,,,,,,
09567976231218640,10.1177/09567976231218640,info,green,green,green,green,red,green,yellow,info,green,red,red,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976231220902,10.1177/09567976231220902,info,green,green,green,green,yellow,green,yellow,info,green,na,na,red,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976231221789,10.1177/09567976231221789,info,green,green,green,green,yellow,green,yellow,info,green,red,red,green,yellow,info,na,na,info,,,,,,,,,,,,,,,,,,
09567976231222288,10.1177/09567976231222288,info,green,green,red,red,yellow,green,na,na,green,na,na,na,green,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976231222836,10.1177/09567976231222836,info,green,green,green,green,yellow,yellow,na,info,green,na,na,red,green,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976231223130,10.1177/09567976231223130,info,green,green,green,green,yellow,green,yellow,info,green,red,red,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976231223410,10.1177/09567976231223410,info,green,green,red,red,yellow,yellow,yellow,info,green,red,na,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241227411,10.1177/09567976241227411,info,green,green,green,green,green,yellow,na,info,green,na,na,red,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241228504,10.1177/09567976241228504,info,green,green,green,green,green,green,yellow,info,green,green,na,green,yellow,na,info,na,info,,,,,,,,,,,,,,,,,,
09567976241232891,10.1177/09567976241232891,info,green,green,green,green,green,green,na,info,green,green,na,green,yellow,na,info,na,info,,,,,,,,,,,,,,,,,,
09567976241235931,10.1177/09567976241235931,info,green,green,green,green,red,green,na,info,green,red,red,red,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241235932,10.1177/09567976241235932,na,green,green,green,green,red,yellow,yellow,na,green,na,na,na,green,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241239932,10.1177/09567976241239932,info,green,green,green,green,green,green,yellow,info,green,green,na,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241239935,10.1177/09567976241239935,info,green,green,green,green,yellow,green,na,info,green,green,red,red,yellow,Running the module produced errors: `x` and `y` must share the same src.,na,na,info,,,,,,,,,,,,,,,,,,
09567976241242105,10.1177/09567976241242105,info,green,green,green,green,yellow,yellow,na,info,green,na,na,red,green,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241243370,10.1177/09567976241243370,info,green,green,green,green,yellow,yellow,na,info,green,na,na,green,green,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241245695,10.1177/09567976241245695,info,green,green,red,green,green,yellow,yellow,na,green,na,na,na,green,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241246561,10.1177/09567976241246561,info,green,green,red,red,green,yellow,na,info,red,green,na,red,yellow,info,na,na,info,,,,,,,,,,,,,,,,,,
09567976241249183,10.1177/09567976241249183,info,green,green,green,green,green,yellow,yellow,info,green,na,na,red,yellow,info,info,info,info,,,,,,,,,,,,,,,,,,
09567976241254312,10.1177/09567976241254312,info,green,green,red,red,green,yellow,yellow,info,green,na,na,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241258149,10.1177/09567976241258149,info,green,green,green,green,green,yellow,yellow,info,green,green,red,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241260247,10.1177/09567976241260247,info,green,green,green,green,yellow,green,na,info,green,green,na,red,yellow,info,na,info,info,,,,,,,,,,,,,,,,,,
09567976241263344,10.1177/09567976241263344,info,green,green,green,green,green,yellow,yellow,info,green,red,na,red,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241263347,10.1177/09567976241263347,info,green,green,green,green,green,yellow,yellow,info,green,green,red,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
09567976241266516,10.1177/09567976241266516,info,green,green,red,red,green,green,yellow,info,green,green,red,red,yellow,na,info,na,info,,,,,,,,,,,,,,,,,,
09567976241267854,10.1177/09567976241267854,info,green,green,green,green,green,yellow,na,info,green,na,na,green,yellow,na,info,na,info,,,,,,,,,,,,,,,,,,
09567976241279291,10.1177/09567976241279291,info,green,green,green,green,green,yellow,yellow,info,green,red,red,green,yellow,na,na,na,info,,,,,,,,,,,,,,,,,,
